Latitude,Longitude,Magnitude,Event_Date
32.85186768,-100.9466702,0.717224892,2017-06-10
32.87750244,-100.9616759,0.748883162,2017-06-10
32.88299561,-100.9681069,0.909406139,2017-06-10
31.0599931,-103.4883043,1.728751074,2017-06-10
31.12709682,-103.2094207,1.679001649,2017-06-11
32.85552979,-100.9466702,0.981389161,2017-06-12
32.88665771,-100.9616759,1.21727172,2017-06-12
32.98187256,-100.8009003,1.212337069,2017-06-14
31.07561679,-103.4840133,2.47412784,2017-06-15
32.98736572,-100.8244808,1.126644949,2017-06-15
32.89031982,-100.901653,0.647720794,2017-06-16
32.90130615,-100.895222,1.608628181,2017-06-16
32.89215088,-100.8973657,0.463463491,2017-06-16
32.91320801,-100.9005812,1.774275222,2017-06-16
32.90313721,-100.8995093,2.010737545,2017-06-16
31.57262004,-103.8374358,1.637335327,2017-06-17
32.99102783,-100.8287681,1.265507632,2017-06-18
31.23647079,-103.478526,1.221434972,2017-06-19
32.96356201,-100.8823599,2.60158583,2017-06-19
32.99102783,-100.8180497,1.891639304,2017-06-19
32.9901123,-100.8276963,0.867527007,2017-06-19
32.89581299,-100.8973657,0.510419532,2017-06-20
32.09197998,-102.2478801,2.399526054,2017-06-20
32.86834717,-100.8973657,0.691456811,2017-06-20
32.86193848,-100.9005812,0.179554609,2017-06-20
31.50556219,-103.816818,1.905262382,2017-06-20
32.88848877,-100.8973657,0.745663006,2017-06-20
31.50205578,-103.7082692,2.255367999,2017-06-21
32.86102295,-100.9509575,0.082545293,2017-06-21
32.94708252,-97.57895865,3.332635585,2017-06-21
32.83721924,-100.9316644,0.35125273,2017-06-22
31.57727301,-103.8094863,2.116123725,2017-06-23
31.00803955,-103.660992,1.098209141,2017-06-24
32.86834717,-100.8973657,0.615832685,2017-06-24
31.30078354,-103.439866,1.243661289,2017-06-26
32.87750244,-100.9638196,0.506218283,2017-06-26
32.89855957,-100.8962938,0.914100609,2017-06-27
31.35964842,-103.4902226,2.118099163,2017-06-28
31.02685965,-103.6872085,0.821116182,2017-06-29
31.51389307,-103.7856721,1.156814379,2017-06-29
31.08941251,-103.4989815,1.117848896,2017-06-29
31.07976925,-103.5198496,1.424315068,2017-06-30
31.55354189,-103.4223384,1.678482205,2017-06-30
32.72094727,-97.3013529,2.244565256,2017-06-30
32.7255249,-97.30456841,1.255377713,2017-06-30
32.92327881,-100.8716416,0.906462697,2017-07-01
31.12754642,-103.4770142,0.914272574,2017-07-01
29.01947021,-97.9318704,3.074256931,2017-07-02
31.1836534,-103.2193858,1.841300778,2017-07-02
28.78509521,-98.45507812,2.248965948,2017-07-02
32.81158447,-100.9659632,1.299471183,2017-07-03
32.8729248,-100.9305926,0.819428468,2017-07-03
31.13273628,-103.2586401,1.449313656,2017-07-03
31.40101055,-103.4880449,1.228305481,2017-07-05
32.35565186,-97.75688357,2.017131262,2017-07-05
31.12920138,-103.327157,1.811382397,2017-07-05
31.0245406,-103.4129512,0.740765333,2017-07-06
31.41296792,-103.5041401,1.164237073,2017-07-06
31.40011054,-103.5449398,1.320176682,2017-07-06
32.88848877,-100.8995093,1.03642835,2017-07-07
28.54431152,-100.2015165,1.685375132,2017-07-07
32.94708252,-100.8973657,1.270698744,2017-07-07
31.38171655,-103.5063052,1.510582188,2017-07-07
31.1592156,-103.6938106,1.198548822,2017-07-08
32.8994751,-100.9359518,1.504052051,2017-07-08
31.41756688,-103.5116531,1.603247806,2017-07-08
31.17830556,-103.2900882,1.574581118,2017-07-09
31.42030195,-103.4697771,1.946574321,2017-07-10
32.83355713,-100.9745379,2.296906609,2017-07-10
32.85369873,-100.9745379,0.416454834,2017-07-10
31.55767064,-103.7045939,0.876382434,2017-07-10
31.61266041,-103.8101188,1.731024903,2017-07-12
32.08831787,-102.2564548,2.009437487,2017-07-12
32.08557129,-102.2510957,2.018673991,2017-07-12
32.11486816,-102.2725324,2.113237178,2017-07-12
31.3881475,-103.4987881,1.649474633,2017-07-12
31.38261833,-103.4741064,1.557508716,2017-07-12
32.85003662,-100.9552449,0.855627947,2017-07-12
31.00940899,-103.4477187,1.667028292,2017-07-12
31.10411513,-103.4904112,1.765704607,2017-07-12
31.1521341,-103.3024754,1.611329508,2017-07-12
32.84454346,-100.9702506,2.893629793,2017-07-13
32.81616211,-100.9370236,1.289400012,2017-07-14
31.37023131,-103.6012841,1.184063119,2017-07-14
31.43040751,-103.4622506,0.969382619,2017-07-14
31.15974191,-103.5337353,1.495862018,2017-07-15
31.43134707,-103.4944646,1.488742156,2017-07-15
31.3872251,-103.4923488,1.774572758,2017-07-15
31.37804111,-103.5095269,1.65346954,2017-07-17
31.50651829,-103.3224608,2.207423462,2017-07-17
32.90863037,-100.9102277,1.141362711,2017-07-18
31.05539345,-103.4818904,1.824824178,2017-07-19
32.86834717,-100.9638196,1.032043544,2017-07-19
31.36240039,-103.4805631,2.038153261,2017-07-20
31.57110479,-103.8949674,1.160347758,2017-07-20
31.37344003,-103.4977245,1.58871768,2017-07-20
31.38262974,-103.4934253,2.29352182,2017-07-20
31.3642407,-103.4837808,1.343910711,2017-07-21
31.27276261,-103.0620115,1.832884127,2017-07-21
31.36331686,-103.4762701,1.650687573,2017-07-22
31.02140378,-103.5300315,1.205884547,2017-07-22
32.8793335,-100.895222,2.633200155,2017-07-22
31.36333241,-103.5052426,2.018802645,2017-07-23
32.87200928,-100.9552449,0.77520358,2017-07-23
31.37743684,-103.0335536,1.17022287,2017-07-23
32.83081055,-100.9455983,0.566946268,2017-07-23
31.38861356,-103.6055856,1.20343862,2017-07-23
32.06451416,-102.2457365,1.360467795,2017-07-24
31.4460703,-103.5503024,2.022430072,2017-07-25
32.91595459,-100.9102277,1.095713424,2017-07-25
32.87567139,-100.8930783,0.023266067,2017-07-25
32.87567139,-100.8930783,-0.156140224,2017-07-25
31.37145996,-103.4307861,1.338228614,2017-07-25
31.38816165,-103.5503084,1.68444647,2017-07-25
32.90130615,-100.8759289,1.040508878,2017-07-26
31.16826754,-103.3275963,1.893549114,2017-07-26
32.95623779,-100.9123714,2.080824156,2017-07-27
32.95806885,-100.908084,2.519057372,2017-07-27
31.05294791,-103.3498045,2.011694284,2017-07-27
32.81890869,-100.9466702,0.707420991,2017-07-28
31.24384983,-103.5535383,1.525371095,2017-07-29
31.55358593,-103.6470624,1.416526421,2017-07-29
32.81890869,-100.9316644,0.679000396,2017-07-30
32.02331543,-102.9327839,1.67447461,2017-07-31
32.83172607,-100.9531012,1.533952941,2017-07-31
32.83721924,-100.9531012,0.612888021,2017-07-31
32.94158936,-100.895222,1.389051854,2017-08-01
32.83721924,-100.9531012,1.314245095,2017-08-02
32.83905029,-100.9509575,0.933904138,2017-08-02
32.83538818,-100.9488138,0.379369647,2017-08-02
32.83355713,-100.9509575,0.195840527,2017-08-02
32.83721924,-100.9488138,-0.199961392,2017-08-02
32.83630371,-100.9520293,0.50749144,2017-08-02
32.83905029,-100.9466702,1.536298805,2017-08-02
31.38077627,-103.4687418,1.246179735,2017-08-02
32.82989502,-100.9509575,0.404302154,2017-08-02
31.08088359,-103.295715,2.268760983,2017-08-02
32.87200928,-100.895222,0.216589645,2017-08-03
31.12040392,-103.2934642,1.292336672,2017-08-03
32.87567139,-100.8866473,0.392267074,2017-08-03
28.69171143,-98.88315717,1.880753868,2017-08-03
30.97719456,-103.406078,1.179610322,2017-08-04
28.68438721,-98.86040901,2.136707703,2017-08-04
31.35139086,-103.5288538,1.808108208,2017-08-04
31.15890611,-103.2473141,2.842103703,2017-08-04
30.95467265,-103.4045118,0.898732689,2017-08-05
31.37896916,-103.5438699,1.527963463,2017-08-05
31.3780507,-103.5513827,1.821000547,2017-08-05
32.95440674,-100.9166587,1.234715878,2017-08-05
32.95440674,-100.9123714,1.498909141,2017-08-05
32.95806885,-100.9059404,1.483042198,2017-08-05
31.40744934,-103.4966284,1.510669297,2017-08-06
32.95806885,-100.9102277,2.167816119,2017-08-07
32.95623779,-100.9145151,0.363263073,2017-08-07
32.95715332,-100.9177306,0.355767638,2017-08-07
